id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
64146_clip_11_operation,videos/level_1/64146/clip_11.mp4,What is the person doing with the centrifuge?,"{""A"": ""Setting it to spin at 112 × g for 10 minutes"", ""B"": ""Loading tubes without balancing opposite sides"", ""C"": ""Adjusting it to 150 × g for faster separation"", ""D"": ""Preheating it to 37°C before starting""}","""A""",A,B,B,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into petri dish"",
    ""place centrifuge tubes into centrifuge""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""centrifuge tubes""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体注入培养皿"",
    ""使用离心机将试管放入离心机中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a petri dish"",
    ""place test tubes into a centrifuge""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""test tubes"",
    ""centrifuge""
  ],
  ""tool_object_interaction"": [
    ""pipette tip touches the surface of the petri dish"",
    ""test tubes are inserted into the centrifuge slots""
  ]
}
```"
52818_clip_27_operation,videos/level_1/52818/clip_27.mp4,What is the person doing with the alligator clips?,"{""A"": ""Connecting copper electrodes to an oscilloscope"", ""B"": ""Adjusting the position of copper electrodes on a surface"", ""C"": ""Disconnecting test leads from the oscilloscope"", ""D"": ""Securing loose wires near the oscilloscope inputs""}","""A""",B,B,A,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""place red alligator clip on metal rod""
  ],
  ""objects_manipulated"": [
    ""red alligator clip"",
    ""metal rod""
  ],
  ""tool_object_interaction"": [
    ""the red alligator clip is placed securely on the metal rod.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""connects red alligator clip to metal key""
  ],
  ""objects_manipulated"": [
    ""red alligator clip"",
    ""metal key""
  ],
  ""tool_object_interaction"": [
    ""alligator clip clamps onto key""
  ]
}
```"
52818_clip_13_operation,videos/level_1/52818/clip_13.mp4,What is the person doing with the piri acid powder?,"{""A"": ""Pouring it into an empty container"", ""B"": ""Dissolving it in Acetonitrile"", ""C"": ""Weighing it on a balance"", ""D"": ""Stirring it into a pre-mixed solution""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""Pour liquid from bottle into beaker"",
    ""Add yellow powder to beaker""
  ],
  ""objects_manipulated"": [
    ""Bottle"",
    ""Beaker"",
    ""Yellow powder""
  ],
  ""tool_object_interaction"": [
    ""Pouring action using bottle to transfer liquid into beaker"",
    ""Adding action by placing yellow powder into beaker""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pour liquid from the bottle into the beaker"",
    ""add yellow powder from the dish into the beaker""
  ],
  ""objects_manipulated"": [
    ""a clear glass beaker"",
    ""a bottle with a blue cap"",
    ""a small dish containing yellow powder""
  ],
  ""tool_object_interaction"": [
    ""the bottle is tilted to pour liquid into the beaker"",
    ""the yellow powder is transferred from the dish into the beaker using a tool""
  ]
}
```"
63543_clip_25_operation,videos/level_1/63543/clip_25.mp4,What is being removed using forceps?,"{""A"": ""Sclera and cornea"", ""B"": ""Iris and lens"", ""C"": ""Cornea and lens"", ""D"": ""Retina and iris""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""manipulate lens and iris with forceps""],
  ""objects_manipulated"": [""lens"", ""iris""],
  ""tool_object_interaction"": [""forceps are used to hold and adjust the lens and iris""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate the lens and iris with forceps""
  ],
  ""objects_manipulated"": [
    ""lens"",
    ""iris""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and adjust the lens"",
    ""forceps position and hold the iris""
  ]
}
```"
63543_clip_20_operation,videos/level_1/63543/clip_20.mp4,What is the person doing with the forceps?,"{""A"": ""Tweezing loose tissue near the incision site"", ""B"": ""Holding the incision open with both forceps"", ""C"": ""Grasping the inner incision with one forcep and the cornea with the other"", ""D"": ""Lifting both forceps away from the eye simultaneously""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto well A1""],
  ""objects_manipulated"": [""pipette"", ""well A1""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入到A1孔中""]
}
```","```json
{
  ""actions_performed"": [""manipulate a small black object with forceps""],
  ""objects_manipulated"": [""small black object""],
  ""tool_object_interaction"": [""forceps grasp and reposition the small black object""]
}
```"
63779_clip_37_operation,videos/level_1/63779/clip_37.mp4,What is the person doing with the shell vials?,"{""A"": ""Positioning them above a container with tweezers"", ""B"": ""Inserting them into a container using tweezers"", ""C"": ""Placing them sideways into the container by hand"", ""D"": ""Touching them to the container's rim with tweezers""}","""B""",B,A,B,1.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into vial""
  ],
  ""objects_manipulated"": [
    ""vial"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a glass bottle""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""glass bottle""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the glass bottle""
  ]
}
```"
63779_clip_55_operation,videos/level_1/63779/clip_55.mp4,What is the researcher doing with the pipette?,"{""A"": ""Pouring hydrochloric acid into the vial from a beaker"", ""B"": ""Removing solution from the vial after reconstitution"", ""C"": ""Adding hydrochloric acid to sample pellets in a vial"", ""D"": ""Mixing the solution in the vial by swirling""}","""C""",B,C,B,0.0,1.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL from bottle into test tube""],
  ""objects_manipulated"": [""bottle labeled 'Hydrochloric Acid - 20 mM'"", ""test tube"", ""pipette""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并转移至试管中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a container""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""container with liquid""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the liquid in the container""
  ]
}
```"
64314_clip_15_operation,videos/level_1/64314/clip_15.mp4,What is the person doing with the sterile gauze pads?,"{""A"": ""Removing them from the operating area"", ""B"": ""Wiping the operating area with them"", ""C"": ""Covering the entire operating area with them"", ""D"": ""Placing them around the operating area""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""suction fluid from tissue""],
  ""objects_manipulated"": [""tissue"", ""fluid""],
  ""tool_object_interaction"": [""suction tube is inserted into tissue to remove fluid""]
}
```","```json
{
  ""actions_performed"": [
    ""retract tissue with forceps""
  ],
  ""objects_manipulated"": [
    ""tissue""
  ],
  ""tool_object_interaction"": [
    ""forceps grip and pull tissue""
  ]
}
```"
64314_clip_12_operation,videos/level_1/64314/clip_12.mp4,What is the person doing with the scalpel?,"{""A"": ""Scraping tissue from the abdominal surface"", ""B"": ""Making a midline abdominal incision"", ""C"": ""Removing a suture from the abdomen"", ""D"": ""Marking incision lines on the abdomen""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""incise skin with scalpel""],
  ""objects_manipulated"": [""skin of animal""],
  ""tool_object_interaction"": [""scalpel cuts through skin""]
}
```","```json
{
  ""actions_performed"": [
    ""incise the skin with a scalpel""
  ],
  ""objects_manipulated"": [
    ""scalpel"",
    ""skin""
  ],
  ""tool_object_interaction"": [
    ""scalpel cuts through the skin""
  ]
}
```"
62876_clip_8_operation,videos/level_1/62876/clip_8.mp4,What is the person doing with the blunt cannula?,"{""A"": ""Penetrating the left heart ventricle"", ""B"": ""Pushing forcefully through the atrial wall"", ""C"": ""Inserting into the right ventricle"", ""D"": ""Holding vertically above the aorta""}","""A""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""inject needle into mouse's abdomen""
  ],
  ""objects_manipulated"": [
    ""mouse's abdomen"",
    ""needle""
  ],
  ""tool_object_interaction"": [
    ""The needle is inserted into the mouse's abdomen to administer an injection.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""inject substance into the jugular vein of a mouse""
  ],
  ""objects_manipulated"": [
    ""mouse"",
    ""jugular vein"",
    ""needle""
  ],
  ""tool_object_interaction"": [
    ""needle inserted into the jugular vein"",
    ""hemostatic forceps used to fix the cannula""
  ]
}
```"
62876_clip_10_operation,videos/level_1/62876/clip_10.mp4,What is the researcher doing with the saline pressure switch?,"{""A"": ""Turning it on to initiate perfusion"", ""B"": ""Disconnecting it from the perfusion line"", ""C"": ""Turning it off to stop flow"", ""D"": ""Adjusting it to regulate flow rate""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""inject solution into the rat's heart""
  ],
  ""objects_manipulated"": [
    ""solution"",
    ""rat's heart""
  ],
  ""tool_object_interaction"": [
    ""pipette injects solution into the rat's heart""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""inject 0.9% NaCl solution into the animal's heart"",
    ""hold the animal steady with forceps""
  ],
  ""objects_manipulated"": [
    ""animal's heart"",
    ""0.9% NaCl solution"",
    ""forceps""
  ],
  ""tool_object_interaction"": [
    ""needle inserted into the heart"",
    ""forceps gripping the animal's body""
  ]
}
```"
55504_clip_15_operation,videos/level_1/55504/clip_15.mp4,What is the person doing with the pipette?,"{""A"": ""Measuring liquid volume in a tube"", ""B"": ""Removing liquid from the gel wells"", ""C"": ""Loading liquid into gel wells"", ""D"": ""Touching the pipette tip to the gel surface""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto well A1""],
  ""objects_manipulated"": [""pipette"", ""test tube rack""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入试管架中的A1孔""]
}
```","```json
{
  ""actions_performed"": [""pipette liquid into a well""],
  ""objects_manipulated"": [""pipette"", ""well plate""],
  ""tool_object_interaction"": [""pipette tip is inserted into a well""]
}
```"
55504_clip_27_operation,videos/level_1/55504/clip_27.mp4,What is the person doing with the plastic wrap?,"{""A"": ""Wrapping the dryer with plastic"", ""B"": ""Applying vacuum to the plastic wrap"", ""C"": ""Covering the gel"", ""D"": ""Removing the plastic wrap from the gel""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""place a sample into a machine"",
    ""close the lid of the machine""
  ],
  ""objects_manipulated"": [
    ""sample"",
    ""machine lid""
  ],
  ""tool_object_interaction"": [
    ""the sample is placed into a designated slot within the machine."",
    ""the lid is closed over the sample to secure it.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""places a transparent sheet onto a flatbed scanner"",
    ""closes the scanner lid""
  ],
  ""objects_manipulated"": [
    ""transparent sheet"",
    ""scanner lid""
  ],
  ""tool_object_interaction"": [
    ""the transparent sheet is laid flat on the scanner bed"",
    ""the scanner lid is lowered to cover the sheet""
  ]
}
```"
61243_clip_7_operation,videos/level_1/61243/clip_7.mp4,What is the person doing with the liquid above the pellet after centrifugation?,"{""A"": ""Removing the supernatant"", ""B"": ""Pouring the entire contents into a new tube"", ""C"": ""Discarding the pellet and keeping the liquid"", ""D"": ""Resuspending the pellet in the liquid""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from test tube into well A1""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserted into test tube""
  ]
}
```"
61243_clip_27_operation,videos/level_1/61243/clip_27.mp4,What is the person doing with the sample after resuspension?,"{""A"": ""Vortexing it vigorously for mixing"", ""B"": ""Heating it at 70°C for two minutes"", ""C"": ""Incubating it in a water bath at 95°C"", ""D"": ""Heating it at 95°C for five minutes""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL of SDS solution into a test tube"",
    ""store denatured samples at -20°C for several months""
  ],
  ""objects_manipulated"": [
    ""test tube labeled 'SDS'"",
    ""pipette"",
    ""denatured samples"",
    ""freezer""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升的SDS溶液并注入测试管中"",
    ""将样品存放在-20°C的冷冻室内""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a microtube"",
    ""place microtube into a storage container""
  ],
  ""objects_manipulated"": [
    ""microtube"",
    ""pipette"",
    ""storage container""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into microtube"",
    ""microtube is placed into a storage container""
  ]
}
```"
58438_clip_22_operation,videos/level_1/58438/clip_22.mp4,What is the person doing with the sealed container?,"{""A"": ""Placing it into the oven"", ""B"": ""Positioning it near the oven door"", ""C"": ""Removing it from the oven"", ""D"": ""Opening the oven door while holding it""}","""A""",D,D,A,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""place container into incubator""
  ],
  ""objects_manipulated"": [
    ""container"",
    ""incubator""
  ],
  ""tool_object_interaction"": [
    ""gloved hand places container inside incubator door""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place the container into the muffle furnace"",
    ""close the muffle furnace door""
  ],
  ""objects_manipulated"": [
    ""a container with a lid"",
    ""muffle furnace door""
  ],
  ""tool_object_interaction"": [
    ""hand in purple glove places the container into the muffle furnace"",
    ""hand in purple glove closes the muffle furnace door""
  ]
}
```"
58438_clip_23_operation,videos/level_1/58438/clip_23.mp4,What is the person doing with the cast after preparation?,"{""A"": ""Pouring additional resin into the mold"", ""B"": ""Measuring its dimensions with calipers"", ""C"": ""Leaving it undisturbed to cure"", ""D"": ""Removing it from the mold immediately""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""press button on machine""],
  ""objects_manipulated"": [""machine""],
  ""tool_object_interaction"": [""finger presses button on machine's control panel""]
}
```","```json
{
  ""actions_performed"": [
    ""inserts a purple object into a compartment""
  ],
  ""objects_manipulated"": [
    ""purple object"",
    ""compartment of a machine""
  ],
  ""tool_object_interaction"": [
    ""hand places the purple object into the compartment""
  ]
}
```"
58892_clip_23_operation,videos/level_1/58892/clip_23.mp4,What is the person doing with the ice?,"{""A"": ""Chilling the assay buffers"", ""B"": ""Freezing the protease reagents on the ice"", ""C"": ""Cooling their hands over the ice"", ""D"": ""Placing the assay buffers beside the ice""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""place tube into ice bath""],
  ""objects_manipulated"": [""tube labeled 'FBS'""],
  ""tool_object_interaction"": [""tube is submerged in ice bath""]
}
```","```json
{
  ""actions_performed"": [
    ""place the tube into the ice""
  ],
  ""objects_manipulated"": [
    ""tube with a yellow cap labeled 'PBS Buffer'""
  ],
  ""tool_object_interaction"": [
    ""hand holding the tube and placing it into the ice""
  ]
}
```"
58892_clip_28_operation,videos/level_1/58892/clip_28.mp4,What is the person doing with the pipette toward the multi-well plate?,"{""A"": ""Removing liquid from the wells for disposal"", ""B"": ""Dispensing liquid into individual wells"", ""C"": ""Touching the pipette tip to the well edges to remove droplets"", ""D"": ""Mixing the contents of the wells by pipetting up and down""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 0.5 μL of 160 nM TPCK for trypsin""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""sample"",
    ""ice bucket"",
    ""microplate""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer a precise volume of solution from a small container into a well of a microplate.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette 0.5 μL of 160 nM TPCK solution into a well""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""TPCK solution"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into TPCK solution"",
    ""pipette dispenses liquid into well""
  ]
}
```"
56195_clip_37_operation,videos/level_1/56195/clip_37.mp4,What is the person doing with the pipette?,"{""A"": ""Adding liquid to a cell suspension"", ""B"": ""Mixing the contents of a tube"", ""C"": ""Transferring liquid between tubes"", ""D"": ""Removing supernatant from cells""}","""A""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 1 μL from vial into test tube"",
    ""pipette 1 μL from vial into test tube""
  ],
  ""objects_manipulated"": [
    ""vial containing eGFP expressing plasmid"",
    ""test tubes with red caps"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取1 μL溶液并注入试管中"",
    ""pipette吸取1 μL溶液并注入试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette 1 μL of eGFP solution into a test tube"",
    ""place the test tube into a green test tube rack""
  ],
  ""objects_manipulated"": [
    ""1 μL of eGFP solution"",
    ""test tube"",
    ""green test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into the test tube to dispense the solution"",
    ""test tube is placed into a slot in the green test tube rack""
  ]
}
```"
56195_clip_34_operation,videos/level_1/56195/clip_34.mp4,What is the person doing with the pipette tip?,"{""A"": ""Aspirating liquid from the container"", ""B"": ""Dispensing liquid into the container"", ""C"": ""Mixing the solution in the container"", ""D"": ""Ejecting the pipette tip""}","""A""",A,A,B,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL from bottle into tube""],
  ""objects_manipulated"": [""bottle"", ""pipette"", ""tube""],
  ""tool_object_interaction"": [""pipette吸取100微升液体到管中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube""
  ]
}
```"
62864_clip_31_operation,videos/level_1/62864/clip_31.mp4,What is the person doing with the soldering iron?,"{""A"": ""Cleaning excess flux from the board"", ""B"": ""Desoldering a connection"", ""C"": ""Soldering impedance matching components"", ""D"": ""Heating the component legs for adjustment""}","""C""",C,C,D,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [""soldering a component""],
  ""objects_manipulated"": [""electronic component"", ""soldering iron""],
  ""tool_object_interaction"": [""the soldering iron is used to apply heat and solder to the electronic component""]
}
```","```json
{
  ""actions_performed"": [
    ""writes on a piece of paper""
  ],
  ""objects_manipulated"": [
    ""piece of paper"",
    ""pen""
  ],
  ""tool_object_interaction"": [
    ""pen is used to write on the paper""
  ]
}
```"
62864_clip_22_operation,videos/level_1/62864/clip_22.mp4,What is the person doing with the epoxy?,"{""A"": ""Mixing epoxy on the device surface"", ""B"": ""Removing excess epoxy from the hook"", ""C"": ""Holding the wire hook above the device"", ""D"": ""Attaching a wire hook to a device""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""manipulate object with forceps""],
  ""objects_manipulated"": [""black object with wire attached""],
  ""tool_object_interaction"": [""forceps are used to grip and adjust the position of the black object""]
}
```","```json
{
  ""actions_performed"": [""manipulate the object with tweezers""],
  ""objects_manipulated"": [""a small, dark, irregularly shaped object with a metallic wire attached""],
  ""tool_object_interaction"": [""tweezers grasp and adjust the metallic wire attached to the object""]
}
```"
62559_clip_30_operation,videos/level_1/62559/clip_30.mp4,What is the person doing with the cell culture plate?,"{""A"": ""Placing it into a centrifuge"", ""B"": ""Storing it at room temperature"", ""C"": ""Removing it from an incubator"", ""D"": ""Placing it into an incubator""}","""D""",D,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""retrieves container from refrigerator""],
  ""objects_manipulated"": [""container""],
  ""tool_object_interaction"": [""grabs container with hand""]
}
```","```json
{
  ""actions_performed"": [
    ""reaches into the refrigerator"",
    ""grabs a container""
  ],
  ""objects_manipulated"": [
    ""refrigerator door"",
    ""container inside the refrigerator""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with the refrigerator door to open it"",
    ""hand grasps the container and removes it from the refrigerator""
  ]
}
```"
62559_clip_32_operation,videos/level_1/62559/clip_32.mp4,What is the researcher doing with the cell samples?,"{""A"": ""Adjusting the focus on the microscope"", ""B"": ""Imaging the cells using equipment"", ""C"": ""Labeling the cell culture dishes"", ""D"": ""Observing the cells under a microscope""}","""B""",B,D,D,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""adjust microscope focus"",
    ""operate computer""
  ],
  ""objects_manipulated"": [
    ""microscope"",
    ""computer mouse"",
    ""computer keyboard""
  ],
  ""tool_object_interaction"": [
    ""fine-tune microscope for optimal view"",
    ""click and move cursor on computer screen"",
    ""type on computer keyboard""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""adjusts microscope knobs"",
    ""views through microscope eyepieces""
  ],
  ""objects_manipulated"": [
    ""microscope knobs"",
    ""microscope eyepieces""
  ],
  ""tool_object_interaction"": [
    ""hand rotates microscope knobs to adjust focus"",
    ""eyes look through microscope eyepieces for observation""
  ]
}
```"
54972_clip_46_operation,videos/level_1/54972/clip_46.mp4,What is the person doing with the adhesive tape?,"{""A"": ""Securing the edges of the cover slip"", ""B"": ""Pressing the cover slip down with fingers"", ""C"": ""Removing excess tape from the chamber"", ""D"": ""Applying glue to the chamber surface""}","""A""",A,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""slide the slide gently across the surface""],
  ""objects_manipulated"": [""microscope slide with green sample""],
  ""tool_object_interaction"": [""gloved hand holding microscope slide""]
}
```","```json
{
  ""actions_performed"": [""place cover slip onto sample""],
  ""objects_manipulated"": [""cover slip"", ""sample""],
  ""tool_object_interaction"": [""cover slip is gently laid on top of the sample""]
}
```"
54972_clip_41_operation,videos/level_1/54972/clip_41.mp4,What is the person doing with the leaf treatment process?,"{""A"": ""Transferring the leaf to another solution immediately"", ""B"": ""Performing the treatment once and stopping"", ""C"": ""Repeating the treatment cycle multiple times"", ""D"": ""Inspecting the leaf without additional treatment""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL into test tube""],
  ""objects_manipulated"": [""pipette"", ""test tube""],
  ""tool_object_interaction"": [""pipette吸取液体并注入试管""]
}
```","```json
{
  ""actions_performed"": [""pipette liquid into a vial""],
  ""objects_manipulated"": [""pipette"", ""vial""],
  ""tool_object_interaction"": [""pipette tip is inserted into the vial""]
}
```"
50371_clip_31_operation,videos/level_1/50371/clip_31.mp4,What is the person doing with the multi-well slide?,"{""A"": ""Removing it from the microscope stage"", ""B"": ""Placing it on the microscope stage"", ""C"": ""Wiping its surface with a cleaning cloth"", ""D"": ""Adjusting its position under the objective lens""}","""B""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""place slide under microscope""
  ],
  ""objects_manipulated"": [
    ""slide"",
    ""microscope""
  ],
  ""tool_object_interaction"": [
    ""slide is positioned under the microscope's objective lens for observation""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""adjusts the microscope stage"",
    ""positions a slide under the microscope objective""
  ],
  ""objects_manipulated"": [
    ""microscope stage"",
    ""slide""
  ],
  ""tool_object_interaction"": [
    ""hand adjusts the stage knobs to move the slide"",
    ""slide is placed on the stage and aligned under the objective lens""
  ]
}
```"
50371_clip_17_operation,videos/level_1/50371/clip_17.mp4,What is the person doing with the glass capillary and micro injector?,"{""A"": ""Inserting the capillary into a separate holder"", ""B"": ""Removing the capillary from the injector"", ""C"": ""Adjusting the capillary's position on the injector"", ""D"": ""Connecting the capillary to the injector""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL from tube into well A1""],
  ""objects_manipulated"": [""pipette"", ""tube"", ""microscope slide""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入显微镜载玻片上的A1孔""]
}
```","```json
{
  ""actions_performed"": [
    ""attach a small component to a microscope"",
    ""pipette a liquid into a well""
  ],
  ""objects_manipulated"": [
    ""microscope component"",
    ""pipette"",
    ""liquid sample"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""the component is carefully aligned and attached to the microscope"",
    ""the pipette tip is inserted into the well, dispensing the liquid""
  ]
}
```"
55098_clip_38_operation,videos/level_1/55098/clip_38.mp4,What is the person doing with the BNC connector?,"{""A"": ""Attaching it to the top port of the FED base"", ""B"": ""Inserting it into the hole on the left side of the FED base"", ""C"": ""Inserting it into the hole on the right side of the FED base"", ""D"": ""Tightening it onto an external component near the FED base""}","""B""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""aligns two wires""
  ],
  ""objects_manipulated"": [
    ""two wires"",
    ""hand""
  ],
  ""tool_object_interaction"": [
    ""none""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""connect the red and black wires to the connector""
  ],
  ""objects_manipulated"": [
    ""red and black wires"",
    ""connector""
  ],
  ""tool_object_interaction"": [
    ""hands hold the wires and connector to join them""
  ]
}
```"
55098_clip_39_operation,videos/level_1/55098/clip_39.mp4,What is the person doing with the battery pack?,"{""A"": ""Connecting it to the converter module via the two-pin connection"", ""B"": ""Attaching it to the converter's output terminals instead of input"", ""C"": ""Securing it with the nut instead of connecting it"", ""D"": ""Disconnecting it from the two-pin port after testing""}","""A""",B,B,A,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""connect wires to circuit board"",
    ""attach battery to circuit board""
  ],
  ""objects_manipulated"": [
    ""circuit board"",
    ""wires"",
    ""battery""
  ],
  ""tool_object_interaction"": [
    ""hands hold and connect wires to circuit board"",
    ""hands attach battery to circuit board""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""connect the red and black wires to the battery"",
    ""hold the circuit board with fingers"",
    ""observe the blue LED on the circuit board""
  ],
  ""objects_manipulated"": [
    ""red and black wires"",
    ""blue battery"",
    ""circuit board with a blue LED""
  ],
  ""tool_object_interaction"": [
    ""wires are connected to the battery terminals"",
    ""fingers hold the circuit board steady"",
    ""the blue LED illuminates when the circuit is complete""
  ]
}
```"
61124_clip_45_operation,videos/level_1/61124/clip_45.mp4,What is the person doing with the pipette tip positioned above the PCR tube?,"{""A"": ""Dispensing liquid into the tube"", ""B"": ""Touching the tip to the tube wall to drain residual liquid"", ""C"": ""Adjusting the volume setting"", ""D"": ""Mixing the sample by pipetting up and down""}","""A""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 50uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取50微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well of a microplate""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""microplate"",
    ""well""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into a well of the microplate""
  ]
}
```"
61124_clip_50_operation,videos/level_1/61124/clip_50.mp4,What is the researcher doing with the pipette to the sample?,"{""A"": ""Adding liquid to a separate microcentrifuge tube"", ""B"": ""Mixing the sample by repeated pipetting"", ""C"": ""Transferring the mixture using a disposable transfer pipette"", ""D"": ""Adding 21.5 microliters of universal adapter ligation mix""}","""D""",D,D,A,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from vial into well A1""
  ],
  ""objects_manipulated"": [
    ""vial"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a microtube"",
    ""place microtube into a well of a microtube rack""
  ],
  ""objects_manipulated"": [
    ""microtube"",
    ""microtube rack"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into microtube"",
    ""microtube is placed into a well of the microtube rack""
  ]
}
```"
