id,video,question,options,gold,C0_pred (video),C0_ok,C1_pred (note),C1_ok,C2_pred (v+n),C2_ok,C4_pred (v+ASR),C4_ok,disagreement_type,note_text (first 280 chars)
57293_clip_29_materials,clip_29,Which material appears in this experimental step?,A:organic phase | B:aqueous phase | C:ethyl acetate | D:hexane,A,B,✗,C,✗,A,✓,A,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [     ""Acetone""   ],   ""labels_seen"": [     ""Acetone"",     ""B"",     ""A""   ],   ""container_descriptions"": [     {       ""shape"": ""bottle"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""bottle"",       ""color"": ""tra..."
50849_clip_10_materials,clip_10,Which material appears in this experimental step?,A:nylon straps | B:double-sided tape | C:Velcro pieces | D:duct tape,C,C,✓,A,✗,C,✓,C,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""aluminum foil"",     ""black rubber bands""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""circular"",       ""color"": ""black..."
50849_clip_4_materials,clip_4,Which material appears in this experimental step?,A:thermistor probe | B:cold presser arm wrap | C:elastic bandage | D:blood pressure cuff,B,D,✗,D,✗,D,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""blood pressure cuff"",     ""blood pressure monitor""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""medium""     },     {       ""shape"": ""circular"",       ""col..."
50849_clip_16_materials,clip_16,Which material appears in this experimental step?,A:hook-and-loop fastener tape | B:hook-and-eye closures | C:pieces of Velcro approximately two by 10 inches in size | D:adhesive-backed duct tape,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""scissors"",     ""black fabric"",     ""gray cushion""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""black"",       ""size"": ""small""     },     {       ""shape"": ""cushion-like"",       ""c..."
64041_clip_44_materials,clip_44,What material appears in this procedure?,A:sterile PBS | B:saline solution | C:distilled water | D:HBSS (Hank's Balanced Salt Solution),A,A,✓,A,✓,A,✓,A,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""tube labeled 'PBMC lysate'""   ],   ""labels_seen"": [     ""PBMC lysate"",     ""100L STERILE PBS""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""sha..."
64041_clip_17_materials,clip_17,Which material appears in this experimental step?,A:200 PPM chlorine dioxide solution | B:1% sodium hypochlorite solution | C:3% hydrogen peroxide solution | D:70% ethanol solution,A,A,✓,A,✓,A,✓,A,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""FALCON tube""   ],   ""labels_seen"": [     ""FALCON"",     ""NOUT 2021""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""rectangular"",       ""..."
64041_clip_24_materials,clip_24,What material appears in the researcher's work in this video clip?,A:complete growth media with antibiotics | B:antibiotic-free media | C:phenol red-containing media | D:phosphate-buffered saline,B,B,✓,D,✗,D,✗,B,✓,other,"```json {   ""materials_visible"": [     ""pipette tip"",     ""test tube"",     ""microcentrifuge tubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""sha..."
58484_clip_20_materials,clip_20,What material appears in this procedure?,A:0.1-molar potassium nitrate solution | B:potassium chloride solution | C:0.1-molar sodium chloride solution | D:potassium sulfate solution,A,C,✗,A,✓,C,✗,A,✓,other,"```json {   ""materials_visible"": [""Water""],   ""labels_seen"": [""201804""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""medium""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear"",       ""state"": ""liq..."
58484_clip_11_materials,clip_11,What material appears in this procedure?,A:sodium chloride | B:sodium acetate | C:sodium bicarbonate | D:potassium acetate,B,B,✓,A,✗,B,✓,B,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""DI water""   ],   ""labels_seen"": [     ""DI water""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""500 mL beaker""     },     {       ""shape"": ""cylindrical"",       ""color"": ""w..."
58484_clip_43_materials,clip_43,What material appears in the researcher's work in this video clip?,A:silicon wafer | B:electrode sample | C:metal alloy coupon | D:graphite block,B,A,✗,B,✓,A,✗,B,✓,other,"```json {   ""materials_visible"": [     ""DIH2O lubricant""   ],   ""labels_seen"": [     ""Polish 6 h"",     ""DIH2O lubricant"",     ""50 rpm""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""small""     },     {       ""shape"": ..."
54934_clip_6_materials,clip_6,What material appears in this procedure?,A:Tris-HCl | B:HBSS | C:PBS | D:DMEM,C,C,✓,C,✓,A,✗,C,✓,other,"```json {   ""materials_visible"": [     ""Petri dish"",     ""pipette"",     ""test tubes""   ],   ""labels_seen"": [     ""100"",     ""100""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Small""     },     {       ""shape"": ""Cylindr..."
54934_clip_15_materials,clip_15,What material appears in the researcher's work in this video clip?,A:D-isoascorbic acid solution | B:freshly-prepared L-ascorbic-acid 2-phosphate (50 μg/mL) | C:L-ascorbic acid solution | D:sodium ascorbate solution,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""High-glucose DMEM"",     ""1% FBS"",     ""1% ITS+Premix"",     ""100 nM Dexamethasone"",     ""1x MEM non-essential amino acid solution"",     ""50 μg/mL L-proline"",     ""1% Penicillin/streptomycin""   ],   ""labels_seen"": [     ""DMEM"",     ""FBS"",    ..."
54934_clip_11_materials,clip_11,What material appears in the researcher's work in this video clip?,A:supernatant | B:pellet | C:cell lysate | D:precipitate,B,D,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""pipette tip""],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""pink"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""transparent"",       ""state"": ""liquid""..."
4154_clip_18_materials,clip_18,Which material appears in this experimental step?,A:phosphate-buffered saline | B:antibody | C:antigen | D:bovine serum albumin,B,A,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""Syringe"",     ""Test tube"",     ""Sample in test tube""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""Rectangular"",       ""color"": ""Red"",       ""size"": ""Small""     },     {       ""shape"": ""Cylindri..."
4154_clip_19_materials,clip_19,Which material appears in this experimental step?,A:SUP natum | B:cell culture medium | C:cell pellet | D:phosphate-buffered saline,A,C,✗,D,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette tip"",     ""microcentrifuge tubes"",     ""test tube rack"",     ""petri dish""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""small""     },..."
4154_clip_25_materials,clip_25,Which material appears in this experimental step?,A:10% formalin | B:0.1% Triton X-100 | C:2% glutaraldehyde | D:4% paraformaldehyde,D,B,✗,B,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Microscope slides"",     ""Test tubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""c..."
60744_clip_26_materials,clip_26,What material appears in this procedure?,A:fish | B:C. elegans | C:calibration beads | D:zebrafish larva,A,D,✗,A,✓,D,✗,D,✗,other,"```json {   ""materials_visible"": [""Drosophila embryo""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [""Microscope slide, black tweezers""],   ""substance_appearance"": [""Clear, liquid, semi-transparent""] } ```"
60744_clip_22_materials,clip_22,What material appears in the researcher's work in this video clip?,"A:distilled water | B:Hank's Balanced Salt Solution (HBSS) | C:fresh, cold PBS | D:lactated Ringer's solution",C,A,✗,A,✗,A,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Water""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear"",       ..."
60744_clip_16_materials,clip_16,What material appears in this procedure?,A:zebrafish | B:frog | C:rat | D:fish,D,A,✗,A,✗,A,✗,A,✗,all_wrong,"```json {   ""materials_visible"": [""microscope slide"", ""microscope cover slip"", ""microscope objective lens"", ""microscope eyepiece"", ""microscope stage"", ""microscope focus knob"", ""microscope light source"", ""microscope condenser"", ""microscope oil immersion lens"", ""microscope oil"", ""m..."
62671_clip_14_materials,clip_14,Which material appears in this experimental step?,"A:Tris(2-carboxyethyl)phosphine (TCEP) | B:Iodoacetamide | C:5,5'-Dithiobis(2-nitrobenzoic acid) (DTNB) | D:500 millimolar dithiothreitol or DTT",D,D,✓,D,✓,C,✗,D,✓,other,"```json {   ""materials_visible"": [     ""pipette tip"",     ""test tube"",     ""microcentrifuge tubes""   ],   ""labels_seen"": [     ""Centrifuge 3412"",     ""Eppendorf""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""standard..."
62671_clip_3_materials,clip_3,Which material appears in this experimental step?,A:acetone | B:diethyl ether | C:ethanol | D:isopropanol,A,B,✗,B,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Centrifuge tubes"",     ""Test tubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""co..."
62671_clip_6_materials,clip_6,What material appears in the researcher's work in this video clip?,A:precipitate | B:supernatant | C:pellets | D:agarose beads,C,D,✗,B,✗,B,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""test tubes"",     ""pipette tips""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""..."
63296_clip_29_materials,clip_29,Which material appears in this experimental step?,A:oxygenation membrane | B:PDMS membrane | C:polycarbonate membrane | D:silicone membrane,A,B,✗,A,✓,B,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Sodium chloride (NaCl)""   ],   ""labels_seen"": [     ""Sodium chloride""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",     ..."
63296_clip_15_materials,clip_15,Which material appears in this experimental step?,A:phosphate-buffered saline (PBS) | B:cell culture stock | C:DMEM medium | D:trypsin solution,B,D,✗,B,✓,A,✗,B,✓,other,"```json {   ""materials_visible"": [     ""Test tube"",     ""Graduated pipette"",     ""Bottle with yellow cap"",     ""Test tube rack""   ],   ""labels_seen"": [     ""Test tube labeled 'Test'""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparen..."
63296_clip_23_materials,clip_23,What material appears in this procedure?,A:oxygenation membrane | B:PTFE filter membrane | C:dialysis membrane | D:gas-permeable silicone membrane,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""test tube"",     ""test tube rack""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""type"": ""pipette"",       ""color"": ""transparent"",       ""size"": ""standard""     },     {       ""type"": ""test tub..."
53248_clip_20_materials,clip_20,Which material appears in this experimental step?,A:saline solution | B:glycerol | C:ethanol | D:water,D,C,✗,D,✓,D,✓,D,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""Milk""   ],   ""labels_seen"": [     ""500 mL""   ],   ""container_descriptions"": [     {       ""shape"": ""Conical flask"",       ""color"": ""Clear"",       ""size"": ""500 mL""     }   ],   ""substance_appearance"": [     {       ""color"": ""White"",       ""s..."
53248_clip_38_materials,clip_38,What material appears in this procedure?,A:hydrogen chloride | B:un-reacted hydrogen peroxide | C:ethanol | D:deionized water,B,D,✗,C,✗,C,✗,D,✗,all_wrong,"```json {   ""materials_visible"": [     ""Fisherbrand beaker"",     ""blue liquid""   ],   ""labels_seen"": [     ""Fisherbrand"",     ""Do NOT filter to dryness""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""medium-size..."
53248_clip_30_materials,clip_30,What material appears in this procedure?,A:Kimwipes | B:Parafilm | C:aluminum sheet | D:foil,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""aluminum foil"",     ""plastic bottle with blue cap""   ],   ""labels_seen"": [     ""Nalgene""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""silver"",       ""size"": ""small""     },     {       ""shape"": ""cyli..."
56488_clip_11_materials,clip_11,What material appears in the researcher's work in this video clip?,A:1.5% anionic cleaner and 5% bleach | B:3% hydrogen peroxide | C:70% ethanol | D:0.5% Triton X-100,A,A,✓,C,✗,C,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Ethanol""   ],   ""labels_seen"": [     ""20 min"",     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""medium""     }   ],   ""substance_appearance"": [     {       ""color""..."
56488_clip_33_materials,clip_33,What material appears in the researcher's work in this video clip?,A:articular cartilage specimen | B:cortical bone specimen | C:dentin specimen | D:alumina ceramic specimen,B,A,✗,D,✗,B,✓,B,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [     ""NHT2""   ],   ""labels_seen"": [     ""NHT2"",     ""Anton Paar""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""silver"",       ""size"": ""medium""     }   ],   ""substance_appearance"": [     {       ""color"": ""w..."
56488_clip_19_materials,clip_19,What material appears in this procedure?,A:glass slides | B:calibration standards | C:specimens | D:substrates,C,D,✗,D,✗,D,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Polyethylene glycol""   ],   ""labels_seen"": [     ""Polyethylene glycol""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""circular"",       ..."
3691_clip_55_materials,clip_55,What material appears in this procedure?,A:gridded slide | B:hematoxylin | C:proximal quadrant | D:distal quadrant,D,A,✗,A,✗,A,✗,A,✗,all_wrong,"```json {   ""materials_visible"": [     ""FRET""   ],   ""labels_seen"": [     ""FRET""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""green"",       ""state""..."
3691_clip_56_materials,clip_56,What material appears in the researcher's work in this video clip?,A:proximal quadrants | B:growth cones | C:distal quadrants | D:ventral roots,A,B,✗,B,✗,B,✗,B,✗,all_wrong,"```json {   ""materials_visible"": [     ""FRC""   ],   ""labels_seen"": [     ""FRC"",     ""390.41 pm""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Green"",       ""size"": ""Large""     }   ],   ""substance_appearance"": [     {       ""color"": ""Green"",  ..."
3691_clip_29_materials,clip_29,What material appears in this procedure?,A:cortical plate tissue | B:choroid plexus tissue | C:tissue close to the midline containing migrating neurons of the lateral and medial ganglion eminence | D:c,C,B,✗,A,✗,C,✓,C,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [""hexagonal crystal""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [""not applicable as there is no container visible""],   ""substance_appearance"": [""white, solid, crystalline""] } ```"
57982_clip_50_materials,clip_50,Which material appears in this experimental step?,A:lysis buffer | B:200 microliter bead and RNA mixture | C:binding buffer | D:DNase I solution,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""magnetic stirrer""   ],   ""labels_seen"": [     ""Caution! Extremely strong magnetic field""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ..."
57982_clip_54_materials,clip_54,What material appears in this procedure?,A:gDNA | B:cDNA | C:Taq polymerase | D:RNA,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Hard drive""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""gray"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""black"",       ""s..."
57982_clip_60_materials,clip_60,What material appears in this procedure?,A:point mutant strain | B:RNAi knockdown strain | C:deletion strain | D:wild-type strain,C,D,✗,A,✗,A,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Rapamycin""   ],   ""labels_seen"": [     ""Relative Expression (normalized to S. pombe)"",     ""Exposure to Rapamycin (min)"",     ""Steady-state"",     ""Newly-synthesized""   ],   ""container_descriptions"": [],   ""substance_appearance"": [] } ```"
55307_clip_31_materials,clip_31,What material appears in the researcher's work in this video clip?,A:photoresist | B:silicon wafer | C:substrate | D:glass slide,C,B,✗,B,✗,B,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Aluminum foil"",     ""Digital thermometer"",     ""Electronic device with display screen""   ],   ""labels_seen"": [     ""BIG DIGIT"",     ""Direct1000"",     ""RPM 1 6500"",     ""RAMP 3 00:30"",     ""RAMP 4 00:01"",     ""Div-1000 Data Access Unit by""  ..."
55307_clip_43_materials,clip_43,Which material appears in this experimental step?,A:80 nanometer layer of gold | B:silver paste | C:aluminum foil | D:indium tin oxide coating,A,A,✓,B,✗,A,✓,A,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""Molten metal""   ],   ""labels_seen"": [     ""Moliba AB""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""me..."
55307_clip_22_materials,clip_22,What material appears in this procedure?,A:tantalum film | B:nickel film | C:titanium film | D:aluminum foil,C,B,✗,D,✗,D,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""silicon wafers""   ],   ""labels_seen"": [     ""ROBAX"",     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""silver"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color""..."
58223_clip_17_materials,clip_17,What material appears in the researcher's work in this video clip?,A:medium | B:fetal bovine serum | C:trypsin | D:D-PBS,A,D,✗,D,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""beaker"",     ""petri dish"",     ""test tube rack"",     ""test tubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""  ..."
58223_clip_20_materials,clip_20,What material appears in the researcher's work in this video clip?,A:saline solution | B:DMEM | C:HBSS | D:PBS,D,A,✗,D,✓,A,✗,D,✓,other,"```json {   ""materials_visible"": [     ""UV Stratalinker 1800""   ],   ""labels_seen"": [     ""UV Stratalinker"",     ""1800""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""clear"",       ""size"": ""large""     },     {       ""shape"": ""cylindrical"", ..."
58223_clip_22_materials,clip_22,Which material appears in this experimental step?,A:wash buffer | B:cell pellet | C:supernatant | D:growth media,C,B,✗,B,✗,B,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Cryogenic vial"",     ""Pipette tip"",     ""Ice bath""   ],   ""labels_seen"": [     ""Cryovial"",     ""Pipette tip"",     ""Ice bath""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ..."
54413_clip_32_materials,clip_32,What material appears in the researcher's work in this video clip?,A:steam | B:distilled water | C:ethanol | D:nitrogen gas,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""Do not exceed 150 °C, as the LCM will degrade"",     ""Heraeus""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""medium""     }   ],   ""substance_appearance"": []..."
54413_clip_39_materials,clip_39,What material appears in the researcher's work in this video clip?,A:Alumina powder | B:Beta zeolite crystals | C:H-ZSM-5 crystals | D:ZSM-11 crystals,C,B,✗,C,✓,B,✗,C,✓,other,"```json {   ""materials_visible"": [     ""gold coin""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""circular"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""rectangular"",       ""color"": ""beige"",       ""size"":..."
54413_clip_27_materials,clip_27,Which material appears in this experimental step?,A:loaded LCM | B:PVA solution | C:carbon black | D:PVDF binder,A,C,✗,A,✓,C,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Glass petri dish""   ],   ""labels_seen"": [     ""Appareil en service partiellement"",     ""¡Peligro!"",     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Small""     }   ],   ""s..."
61180_clip_1_materials,clip_1,What material appears in the researcher's work in this video clip?,A:extracellular DNA | B:mitochondrial DNA | C:histones | D:collagen fibers,A,A,✓,A,✓,A,✓,A,✓,all_agree_correct,"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""Supervised Machine Learning for Semi-Quantification of Extracellular DNA in Glomerulonephritis"",     ""Kim Maree O'Sullivan1, Sarah Creed2, Poh-Yi Gan1, Stephen R. Holdsworth1,3"",     ""1Department of Medicine, Monash Uni..."
61180_clip_16_materials,clip_16,What material appears in this procedure?,A:DAPI counterstain solution | B:0.1% Nile red in 70% ethanol | C:0.1% sodium borohydride | D:0.3% Sudan black,D,B,✗,B,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""DURAN""   ],   ""labels_seen"": [     ""DURAN""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",  ..."
61180_clip_3_materials,clip_3,What material appears in the researcher's work in this video clip?,A:liver | B:kidney | C:spleen | D:adrenal gland,B,D,✗,D,✗,D,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette tip"",     ""microscope slide"",     ""glass tube""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"":..."
61876_clip_29_materials,clip_29,What material appears in the researcher's work in this video clip?,A:saline | B:distilled water | C:glycerol | D:ethanol,A,B,✗,C,✗,B,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Microscope slide"",     ""Microscope cover slip""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""circular"",       ""co..."
61876_clip_12_materials,clip_12,What material appears in this procedure?,A:dry ice pellets | B:ice | C:gel ice pack | D:liquid nitrogen,B,C,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""Microscope slides"",     ""Microscope"",     ""Petri dish""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",     ..."
61876_clip_6_materials,clip_6,What material appears in the researcher's work in this video clip?,A:coverslip | B:tape | C:Parafilm | D:lab label,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Microscope slide"",     ""Microscope cover slip"",     ""Glass pipette"",     ""Sample""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     },     {  ..."
4104_clip_19_materials,clip_19,What material appears in this procedure?,A:primer | B:release agent | C:aluminum foil | D:dried coating,D,C,✗,C,✗,C,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""aluminum foil"",     ""white paper"",     ""black substance""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""silver"",       ""size"": ""small""     },     {       ""shape"": ""circular"",     ..."
4104_clip_11_materials,clip_11,What material appears in the researcher's work in this video clip?,A:acetone | B:DMF | C:NMP | D:THF,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""NMP""   ],   ""labels_seen"": [     ""NMP""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",      ..."
53156_clip_10_materials,clip_10,Which material appears in this experimental step?,A:medium | B:cell debris | C:trypsin | D:cells,D,C,✗,A,✗,A,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""Dulbecco's Modified Eagle Medium (DMEM)""   ],   ""labels_seen"": [     ""Dulbecco's Modified Eagle Medium"",     ""10x""   ],   ""container_descriptions"": [     {       ""shape"": ""hexagonal"",       ""color"": ""transparent"",       ""size"": ""small""     ..."
53156_clip_21_materials,clip_21,Which material appears in this experimental step?,A:silica nanoparticles | B:gelatin titanium dioxide | C:collagen | D:calcium phosphate,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Sample""   ],   ""labels_seen"": [     ""jove"",     ""IKUMI""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear""..."
53156_clip_11_materials,clip_11,What material appears in the researcher's work in this video clip?,A:cell debris | B:beads | C:Trypan blue | D:cells,D,C,✗,D,✓,C,✗,D,✓,other,"```json {   ""materials_visible"": [     ""Centrifuge tubes""   ],   ""labels_seen"": [     ""5 min"",     ""1,000 x g"",     ""RT""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"":..."
56243_clip_6_materials,clip_6,Which material appears in this experimental step?,A:rat dorsal side up | B:frog ventral side up | C:mouse dorsal side up | D:heating pad,A,C,✗,C,✗,C,✗,D,✗,all_wrong,"```json {   ""materials_visible"": [     ""Mouse"",     ""Gloves"",     ""Tissue paper"",     ""Petri dish"",     ""Plastic containers""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""Cylindrical"",       ""color"": ""Clear"",       ""size"": ""Small""     },     {     ..."
